recommendation_id,personal_color,undertone,skin_tone,category,product_id,recommendation_score,priority,reason
RID00220,Spring,Cool,Medium,Cushion,PID0027,92,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00221,Spring,Cool,Medium,Concealer,PID0261,94,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00222,Spring,Cool,Medium,Concealer,PID0265,94,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00223,Spring,Cool,Medium,Concealer,PID0271,94,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00224,Spring,Cool,Medium,Concealer,PID0275,94,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00225,Spring,Cool,Medium,Concealer,PID0234,93,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00226,Spring,Cool,Medium,Blush,PID0038,85,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00227,Spring,Cool,Medium,Blush,PID0278,83,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00228,Spring,Cool,Medium,Blush,PID0284,83,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00229,Spring,Cool,Medium,Blush,PID0125,82,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00230,Spring,Cool,Medium,Blush,PID0126,82,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00231,Spring,Cool,Medium,Lipstick,PID0113,86,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00232,Spring,Cool,Medium,Lipstick,PID0119,86,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00233,Spring,Cool,Medium,Lipstick,PID0062,85,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00234,Spring,Cool,Medium,Lipstick,PID0156,85,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00235,Spring,Cool,Medium,Lipstick,PID0162,85,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00236,Spring,Cool,Medium,Eyeshadow,PID0290,87,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00237,Spring,Cool,Medium,Eyeshadow,PID0289,77,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00238,Spring,Cool,Medium,Eyeshadow,PID0130,76,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00239,Spring,Cool,Medium,Eyeshadow,PID0069,75,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00240,Spring,Cool,Medium,Eyeshadow,PID0196,71,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00241,Spring,Cool,Tan,Foundation,PID0085,93,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00242,Spring,Cool,Tan,Foundation,PID0089,93,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00243,Spring,Cool,Tan,Foundation,PID0201,93,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00244,Spring,Cool,Tan,Foundation,PID0206,93,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00245,Spring,Cool,Tan,Foundation,PID0078,89,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00246,Spring,Cool,Tan,Cushion,PID0094,93,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00247,Spring,Cool,Tan,Cushion,PID0105,93,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00248,Spring,Cool,Tan,Cushion,PID0107,93,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00249,Spring,Cool,Tan,Cushion,PID0221,93,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00250,Spring,Cool,Tan,Cushion,PID0254,90,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00251,Spring,Cool,Tan,Concealer,PID0236,93,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00252,Spring,Cool,Tan,Concealer,PID0262,90,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00253,Spring,Cool,Tan,Concealer,PID0272,90,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00254,Spring,Cool,Tan,Concealer,PID0261,86,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00255,Spring,Cool,Tan,Concealer,PID0265,86,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00256,Spring,Cool,Tan,Blush,PID0038,81,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00257,Spring,Cool,Tan,Blush,PID0276,77,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00258,Spring,Cool,Tan,Blush,PID0278,77,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00259,Spring,Cool,Tan,Blush,PID0282,77,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00260,Spring,Cool,Tan,Blush,PID0284,77,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00261,Spring,Cool,Tan,Lipstick,PID0113,82,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00262,Spring,Cool,Tan,Lipstick,PID0119,82,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00263,Spring,Cool,Tan,Lipstick,PID0062,81,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00264,Spring,Cool,Tan,Lipstick,PID0156,81,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00265,Spring,Cool,Tan,Lipstick,PID0162,81,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00266,Spring,Cool,Tan,Eyeshadow,PID0290,83,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00267,Spring,Cool,Tan,Eyeshadow,PID0289,77,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00268,Spring,Cool,Tan,Eyeshadow,PID0130,76,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00269,Spring,Cool,Tan,Eyeshadow,PID0069,75,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00270,Spring,Cool,Tan,Eyeshadow,PID0196,67,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00271,Spring,Cool,Deep,Foundation,PID0090,93,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00272,Spring,Cool,Deep,Foundation,PID0175,93,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00273,Spring,Cool,Deep,Foundation,PID0177,93,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00274,Spring,Cool,Deep,Foundation,PID0007,92,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00275,Spring,Cool,Deep,Foundation,PID0080,89,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00276,Spring,Cool,Deep,Cushion,PID0021,92,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00277,Spring,Cool,Deep,Cushion,PID0255,90,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00278,Spring,Cool,Deep,Cushion,PID0094,85,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00279,Spring,Cool,Deep,Cushion,PID0105,85,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00280,Spring,Cool,Deep,Cushion,PID0107,85,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00281,Spring,Cool,Deep,Concealer,PID0263,90,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00282,Spring,Cool,Deep,Concealer,PID0264,90,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00283,Spring,Cool,Deep,Concealer,PID0273,90,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00284,Spring,Cool,Deep,Concealer,PID0274,90,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00285,Spring,Cool,Deep,Concealer,PID0236,85,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00286,Spring,Cool,Deep,Blush,PID0276,77,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00287,Spring,Cool,Deep,Blush,PID0278,77,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00288,Spring,Cool,Deep,Blush,PID0282,77,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00289,Spring,Cool,Deep,Blush,PID0284,77,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00290,Spring,Cool,Deep,Blush,PID0122,76,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00291,Spring,Cool,Deep,Lipstick,PID0108,76,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00292,Spring,Cool,Deep,Lipstick,PID0110,76,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00293,Spring,Cool,Deep,Lipstick,PID0112,76,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00294,Spring,Cool,Deep,Lipstick,PID0113,76,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00295,Spring,Cool,Deep,Lipstick,PID0116,76,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00296,Spring,Cool,Deep,Eyeshadow,PID0289,77,1,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00297,Spring,Cool,Deep,Eyeshadow,PID0290,77,2,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00298,Spring,Cool,Deep,Eyeshadow,PID0130,76,3,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00299,Spring,Cool,Deep,Eyeshadow,PID0069,75,4,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00300,Spring,Cool,Deep,Eyeshadow,PID0288,62,5,"Spring palettes look best in warm, clear, and lively tones such as peach, coral, and soft gold."
RID00301,Summer,Warm,Fair,Foundation,PID0081,99,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00302,Summer,Warm,Fair,Foundation,PID0202,99,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00303,Summer,Warm,Fair,Foundation,PID0214,99,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00304,Summer,Warm,Fair,Foundation,PID0082,98,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00305,Summer,Warm,Fair,Foundation,PID0166,98,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00306,Summer,Warm,Fair,Cushion,PID0092,99,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00307,Summer,Warm,Fair,Cushion,PID0104,99,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00308,Summer,Warm,Fair,Cushion,PID0134,99,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00309,Summer,Warm,Fair,Cushion,PID0217,99,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00310,Summer,Warm,Fair,Cushion,PID0249,99,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00311,Summer,Warm,Fair,Concealer,PID0230,99,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00312,Summer,Warm,Fair,Concealer,PID0257,99,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00313,Summer,Warm,Fair,Concealer,PID0258,99,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00314,Summer,Warm,Fair,Concealer,PID0267,99,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00315,Summer,Warm,Fair,Concealer,PID0268,99,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00316,Summer,Warm,Fair,Blush,PID0277,83,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00317,Summer,Warm,Fair,Blush,PID0281,83,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00318,Summer,Warm,Fair,Blush,PID0283,83,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00319,Summer,Warm,Fair,Blush,PID0287,83,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00320,Summer,Warm,Fair,Blush,PID0120,82,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00321,Summer,Warm,Fair,Lipstick,PID0111,82,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00322,Summer,Warm,Fair,Lipstick,PID0225,82,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00323,Summer,Warm,Fair,Lipstick,PID0226,82,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00324,Summer,Warm,Fair,Lipstick,PID0042,81,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00325,Summer,Warm,Fair,Lipstick,PID0044,81,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00326,Summer,Warm,Fair,Eyeshadow,PID0288,83,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00327,Summer,Warm,Fair,Eyeshadow,PID0131,82,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00328,Summer,Warm,Fair,Eyeshadow,PID0070,81,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00329,Summer,Warm,Fair,Eyeshadow,PID0289,68,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00330,Summer,Warm,Fair,Eyeshadow,PID0130,67,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00331,Summer,Warm,Light,Foundation,PID0001,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00332,Summer,Warm,Light,Foundation,PID0082,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00333,Summer,Warm,Light,Foundation,PID0166,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00334,Summer,Warm,Light,Foundation,PID0174,99,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00335,Summer,Warm,Light,Foundation,PID0203,99,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00336,Summer,Warm,Light,Cushion,PID0011,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00337,Summer,Warm,Light,Cushion,PID0023,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00338,Summer,Warm,Light,Cushion,PID0065,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00339,Summer,Warm,Light,Cushion,PID0218,99,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00340,Summer,Warm,Light,Cushion,PID0219,99,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00341,Summer,Warm,Light,Concealer,PID0031,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00342,Summer,Warm,Light,Concealer,PID0232,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00343,Summer,Warm,Light,Concealer,PID0257,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00344,Summer,Warm,Light,Concealer,PID0258,99,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00345,Summer,Warm,Light,Concealer,PID0267,99,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00346,Summer,Warm,Light,Blush,PID0277,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00347,Summer,Warm,Light,Blush,PID0281,87,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00348,Summer,Warm,Light,Blush,PID0283,87,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00349,Summer,Warm,Light,Blush,PID0287,87,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00350,Summer,Warm,Light,Blush,PID0120,86,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00351,Summer,Warm,Light,Lipstick,PID0111,86,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00352,Summer,Warm,Light,Lipstick,PID0225,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00353,Summer,Warm,Light,Lipstick,PID0226,86,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00354,Summer,Warm,Light,Lipstick,PID0042,85,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00355,Summer,Warm,Light,Lipstick,PID0044,85,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00356,Summer,Warm,Light,Eyeshadow,PID0288,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00357,Summer,Warm,Light,Eyeshadow,PID0131,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00358,Summer,Warm,Light,Eyeshadow,PID0070,85,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00359,Summer,Warm,Light,Eyeshadow,PID0289,72,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00360,Summer,Warm,Light,Eyeshadow,PID0130,71,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00361,Summer,Warm,Medium,Foundation,PID0005,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00362,Summer,Warm,Medium,Foundation,PID0084,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00363,Summer,Warm,Medium,Foundation,PID0170,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00364,Summer,Warm,Medium,Foundation,PID0172,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00365,Summer,Warm,Medium,Foundation,PID0205,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00366,Summer,Warm,Medium,Cushion,PID0015,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00367,Summer,Warm,Medium,Cushion,PID0019,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00368,Summer,Warm,Medium,Cushion,PID0027,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00369,Summer,Warm,Medium,Cushion,PID0029,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00370,Summer,Warm,Medium,Cushion,PID0068,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00371,Summer,Warm,Medium,Concealer,PID0234,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00372,Summer,Warm,Medium,Concealer,PID0261,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00373,Summer,Warm,Medium,Concealer,PID0265,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00374,Summer,Warm,Medium,Concealer,PID0271,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00375,Summer,Warm,Medium,Concealer,PID0275,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00376,Summer,Warm,Medium,Blush,PID0279,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00377,Summer,Warm,Medium,Blush,PID0285,87,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00378,Summer,Warm,Medium,Blush,PID0181,86,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00379,Summer,Warm,Medium,Blush,PID0224,86,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00380,Summer,Warm,Medium,Blush,PID0037,85,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00381,Summer,Warm,Medium,Lipstick,PID0114,86,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00382,Summer,Warm,Medium,Lipstick,PID0117,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00383,Summer,Warm,Medium,Lipstick,PID0118,86,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00384,Summer,Warm,Medium,Lipstick,PID0228,86,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00385,Summer,Warm,Medium,Lipstick,PID0050,85,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00386,Summer,Warm,Medium,Eyeshadow,PID0288,77,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00387,Summer,Warm,Medium,Eyeshadow,PID0131,76,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00388,Summer,Warm,Medium,Eyeshadow,PID0070,75,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00389,Summer,Warm,Medium,Eyeshadow,PID0290,72,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00390,Summer,Warm,Medium,Eyeshadow,PID0196,69,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00391,Summer,Warm,Tan,Foundation,PID0085,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00392,Summer,Warm,Tan,Foundation,PID0206,99,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00393,Summer,Warm,Tan,Foundation,PID0084,95,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00394,Summer,Warm,Tan,Foundation,PID0170,95,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00395,Summer,Warm,Tan,Foundation,PID0172,95,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00396,Summer,Warm,Tan,Cushion,PID0094,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00397,Summer,Warm,Tan,Cushion,PID0105,99,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00398,Summer,Warm,Tan,Cushion,PID0221,99,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00399,Summer,Warm,Tan,Cushion,PID0253,96,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00400,Summer,Warm,Tan,Cushion,PID0220,95,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00401,Summer,Warm,Tan,Concealer,PID0236,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00402,Summer,Warm,Tan,Concealer,PID0261,96,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00403,Summer,Warm,Tan,Concealer,PID0265,96,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00404,Summer,Warm,Tan,Concealer,PID0271,96,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00405,Summer,Warm,Tan,Concealer,PID0275,96,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00406,Summer,Warm,Tan,Blush,PID0279,83,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00407,Summer,Warm,Tan,Blush,PID0285,83,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00408,Summer,Warm,Tan,Blush,PID0181,82,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00409,Summer,Warm,Tan,Blush,PID0224,82,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00410,Summer,Warm,Tan,Blush,PID0037,81,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00411,Summer,Warm,Tan,Lipstick,PID0114,82,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00412,Summer,Warm,Tan,Lipstick,PID0117,82,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00413,Summer,Warm,Tan,Lipstick,PID0118,82,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00414,Summer,Warm,Tan,Lipstick,PID0228,82,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00415,Summer,Warm,Tan,Lipstick,PID0050,81,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00416,Summer,Warm,Tan,Eyeshadow,PID0288,77,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00417,Summer,Warm,Tan,Eyeshadow,PID0131,76,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00418,Summer,Warm,Tan,Eyeshadow,PID0070,75,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00419,Summer,Warm,Tan,Eyeshadow,PID0290,68,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00420,Summer,Warm,Tan,Eyeshadow,PID0196,65,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00421,Summer,Warm,Deep,Foundation,PID0007,99,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00422,Summer,Warm,Deep,Foundation,PID0085,95,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00423,Summer,Warm,Deep,Foundation,PID0206,95,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00424,Summer,Warm,Deep,Foundation,PID0080,93,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00425,Summer,Warm,Deep,Foundation,PID0084,89,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00426,Summer,Warm,Deep,Cushion,PID0021,99,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00427,Summer,Warm,Deep,Cushion,PID0094,95,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00428,Summer,Warm,Deep,Cushion,PID0105,95,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00429,Summer,Warm,Deep,Cushion,PID0221,95,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00430,Summer,Warm,Deep,Cushion,PID0255,94,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00431,Summer,Warm,Deep,Concealer,PID0236,95,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00432,Summer,Warm,Deep,Concealer,PID0263,94,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00433,Summer,Warm,Deep,Concealer,PID0264,94,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00434,Summer,Warm,Deep,Concealer,PID0273,94,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00435,Summer,Warm,Deep,Concealer,PID0274,94,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00436,Summer,Warm,Deep,Blush,PID0277,77,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00437,Summer,Warm,Deep,Blush,PID0279,77,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00438,Summer,Warm,Deep,Blush,PID0281,77,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00439,Summer,Warm,Deep,Blush,PID0283,77,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00440,Summer,Warm,Deep,Blush,PID0285,77,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
